,ic,ev,label
chr18_r_c22173,64,0,NO
chr18_r_c22191,78,0,NO
chr18_r_c22339,155,8,NO
chr18_r_c2247,315,1,NO
chr18_r_c2261,172,0,NO
chr18_r_c22692,77,1,NO
chr18_r_c22734,133,43,YES
chr18_r_c2278,121,0,NO
chr18_r_c22780,4043,43,YES
chr18_r_c2292,65,0,NO
chr18_r_c23032,59,3,NO
chr18_r_c23288,68,0,NO
chr18_r_c23353,73,0,NO
chr18_r_c23519,691,0,NO
chr18_r_c2363,53,1,NO
chr18_r_c23672,153,9,NO
chr18_r_c23756,50,1,NO
chr18_r_c23760,100,0,NO
chr18_r_c23817,105,0,NO
chr18_r_c23913,67,114,YES
chr18_r_c23945,65,0,NO
chr18_r_c24031,805,12,NO
chr18_r_c24086,81,1,NO
chr18_r_c24122,49,0,NO
chr18_r_c24131,82,2,NO
chr18_r_c24146,122,0,NO
chr18_r_c24198,54,0,NO
chr18_r_c24329,68,0,NO
chr18_r_c2439,55,0,NO
chr18_r_c24579,205,0,NO
chr18_r_c24787,286,0,NO
chr18_r_c24903,49,3,NO
chr18_r_c25185,241,0,NO
chr18_r_c25300,315,0,NO
chr18_r_c25329,180,0,NO
chr18_r_c25547,5925,44,YES
chr18_r_c25561,7063,118,YES
chr18_r_c25562,4173,30,YES
chr18_r_c25667,330,0,NO
chr18_r_c25738,222,2,NO
chr18_r_c26049,60,0,NO
chr18_r_c26119,93,0,NO
chr18_r_c26140,85,0,NO
chr18_r_c26359,282,4,NO
chr18_r_c26400,77,23,YES
chr18_r_c26405,68,1,NO
chr18_r_c26421,55,1,NO
chr18_r_c26544,53,0,NO
chr18_r_c26707,75,0,NO
chr18_r_c26807,70,99,YES
chr18_r_c26821,54,0,NO
chr18_r_c2687,67,0,NO
chr18_r_c26951,119,258,YES
chr18_r_c26954,47,27,YES
chr18_r_c26957,55,0,NO
chr18_r_c26982,135,0,NO
chr18_r_c26995,85,1,NO
chr18_r_c27280,824,0,NO
chr18_r_c27433,90,0,NO
chr18_r_c2755,544,5,NO
chr18_r_c27902,68,2,NO
chr18_r_c28032,52,0,NO
chr18_r_c28166,71,0,NO
chr18_r_c28200,478,2,NO
chr18_r_c2828,64,0,NO
chr18_r_c2829,76,0,NO
chr18_r_c28384,105,0,NO
chr18_r_c28526,286,0,NO
chr18_r_c28617,51,1,NO
chr18_r_c28755,1067,0,NO
chr18_r_c29033,1565,0,NO
chr18_r_c29072,70,0,NO
chr18_r_c29274,71,0,NO
chr18_r_c29378,58,2,NO
chr18_r_c29430,1641,105,YES
chr18_r_c29462,260,0,NO
chr18_r_c29494,81,0,NO
chr18_r_c29668,67,3,NO
chr18_r_c29725,67,0,NO
chr18_r_c29757,153,6,NO
chr18_r_c3001,179,0,NO
chr18_r_c3004,81,0,NO
chr18_r_c3005,190,0,NO
chr18_r_c30090,308,0,NO
chr18_r_c30124,96,5,NO
chr18_r_c30257,6120,0,NO
chr18_r_c30290,1631,0,NO
chr18_r_c30318,57,0,NO
chr18_r_c30476,72,0,NO
chr18_r_c3052,110,2,NO
chr18_r_c30616,123,1,NO
chr18_r_c30631,265,0,NO
chr18_r_c3067,53,161,YES
chr18_r_c30718,172,0,NO
chr18_r_c30991,63,0,NO
chr18_r_c31324,164,0,NO
chr18_r_c31539,107,0,NO
chr18_r_c31575,73,0,NO
chr18_r_c31678,73,1,NO
chr18_r_c31832,58,0,NO
chr18_r_c31944,147,0,NO
chr18_r_c32075,49,1,NO
chr18_r_c32211,65,1,NO
chr18_r_c32376,3406,0,NO
chr18_r_c32386,234,0,NO
chr18_r_c32429,10875,3,NO
chr18_r_c32693,381,0,NO
chr18_r_c33010,185,207,YES
chr18_r_c33164,79,0,NO
chr18_r_c33625,70,0,NO
chr18_r_c33649,84,0,NO
chr18_r_c3377,358,0,NO
chr18_r_c34117,73,0,NO
chr18_r_c34181,111,0,NO
chr18_r_c34192,91,0,NO
chr18_r_c34268,454,0,NO
chr18_r_c34309,52,0,NO
chr18_r_c34364,50,0,NO
chr18_r_c34392,66,0,NO
chr18_r_c34481,54,0,NO
chr18_r_c34562,99,0,NO
chr18_r_c34621,116,1,NO
chr18_r_c34662,133,0,NO
chr18_r_c34964,564,1,NO
chr18_r_c35293,52,0,NO
chr18_r_c35307,61,0,NO
chr18_r_c35488,259,0,NO
chr18_r_c35519,137,0,NO
chr18_r_c35727,67,1,NO
chr18_r_c35923,58,1,NO
chr18_r_c36288,56,0,NO
chr18_r_c36455,518,0,NO
chr18_r_c3658,93,0,NO
chr18_r_c36618,877,1,NO
chr18_r_c36668,51,0,NO
chr18_r_c36681,62,3,NO
chr18_r_c36806,102,1,NO
chr18_r_c36909,212,0,NO
chr18_r_c36934,48,1,NO
chr18_r_c37091,72,0,NO
chr18_r_c37365,106,0,NO
chr18_r_c37524,98,2,NO
chr18_r_c37551,536,2,NO
chr18_r_c37713,48,0,NO
chr18_r_c37847,198,1,NO
chr18_r_c37870,130,2,NO
chr18_r_c37929,63,2,NO
chr18_r_c37945,83,0,NO
chr18_r_c38039,113,0,NO
chr18_r_c38123,95,0,NO
chr18_r_c38141,361,0,NO
chr18_r_c38182,69,0,NO
chr18_r_c3837,148,1,NO
chr18_r_c38407,48,74,YES
chr18_r_c38689,120,0,NO
chr18_r_c38708,48,3,NO
chr18_r_c38832,56,0,NO
chr18_r_c39250,50,2,NO
chr18_r_c39301,117,2,NO
chr18_r_c39386,188,0,NO
chr18_r_c39554,59,0,NO
chr18_r_c39865,69,0,NO
chr18_r_c40041,74,2,NO
chr18_r_c40107,217,0,NO
chr18_r_c40117,127,0,NO
chr18_r_c40148,74,0,NO
chr18_r_c40348,49,0,NO
chr18_r_c40361,160,0,NO
chr18_r_c40528,66,0,NO
chr18_r_c40535,298,1,NO
chr18_r_c40575,101,1,NO
chr18_r_c40836,99,1,NO
chr18_r_c41010,237,285,YES
chr18_r_c41124,64,0,NO
chr18_r_c41253,802,0,NO
chr18_r_c41442,211,1,NO
chr18_r_c41536,118,0,NO
chr18_r_c41548,67,1,NO
chr18_r_c4165,123,0,NO
chr18_r_c41739,70,0,NO
chr18_r_c41987,76,0,NO
chr18_r_c42124,59,0,NO
chr18_r_c42205,473,0,NO
chr18_r_c42296,299,0,NO
chr18_r_c4250,465,0,NO
chr18_r_c4576,98,0,NO
chr18_r_c4749,56,0,NO
chr18_r_c4806,83,6,NO
chr18_r_c4918,378,1,NO
chr18_r_c5021,160,0,NO
chr18_r_c5060,48,0,NO
chr18_r_c5130,65,0,NO
chr18_r_c5138,104,0,NO
chr18_r_c5163,47,0,NO
chr18_r_c5248,70,73,YES
chr18_r_c5572,158,0,NO
chr18_r_c5912,63,0,NO
chr18_r_c6020,98,0,NO
chr18_r_c6160,53,3,NO
chr18_r_c6365,69,0,NO
chr18_r_c6567,154,0,NO
chr18_r_c6885,406,0,NO
chr18_r_c6894,53,0,NO
chr18_r_c7421,143,1,NO
chr18_r_c7503,69,0,NO
chr18_r_c7519,173,0,NO
chr18_r_c7549,50,1,NO
chr18_r_c814,157,0,NO
chr18_r_c8196,829,0,NO
chr18_r_c8442,72,57,YES
chr18_r_c8450,207,0,NO
chr18_r_c8651,559,4,NO
chr18_r_c8720,2068,0,NO
chr18_r_c8951,312,2,NO
chr18_r_c8963,284,0,NO
chr18_r_c8975,289,1,NO
chr18_r_c8985,291,0,NO
chr18_r_c9083,267,1,NO
chr18_r_c9094,1575,133,YES
chr18_r_c9181,112,0,NO
chr18_r_c9392,65,0,NO
chr18_r_c954,90,0,NO
chr18_r_c9835,664,0,NO
chr18_r_c9899,74,0,NO
chr19_f_c10056,51,3,NO
chr19_f_c10254,69,0,NO
chr19_f_c10579,68,0,NO
chr19_f_c10713,971,8,NO
chr19_f_c10798,77,0,NO
chr19_f_c10824,85,0,NO
chr19_f_c10850,60,2,NO
chr19_f_c10904,92,0,NO
chr19_f_c10941,390,5,NO
chr19_f_c1131,76,0,NO
chr19_f_c11455,52,0,NO
chr19_f_c11545,62,0,NO
chr19_f_c1178,48,1,NO
chr19_f_c1183,279,6,NO
chr19_f_c11832,249,0,NO
chr19_f_c12130,303,1,NO
chr19_f_c12443,60,0,NO
chr19_f_c1257,1254,10,NO
chr19_f_c12777,687,14,NO
chr19_f_c13546,51,0,NO
chr19_f_c13775,49,0,NO
chr19_f_c1414,2461,4,NO
chr19_f_c14192,164,0,NO
chr19_f_c14206,170,0,NO
chr19_f_c14275,56,1,NO
chr19_f_c14608,70,1,NO
chr19_f_c14682,91,0,NO
chr19_f_c14689,89,6,NO
chr19_f_c1485,183,1,NO
chr19_f_c14884,489,7,NO
chr19_f_c14992,126,1,NO
chr19_f_c1514,141,129,YES
chr19_f_c15205,1359,7,NO
chr19_f_c15216,2976,30,YES
chr19_f_c15601,131,0,NO
chr19_f_c15825,68,0,NO
chr19_f_c15982,74,0,NO
chr19_f_c16085,877,6,NO
chr19_f_c16574,93,683,YES
chr19_f_c16604,65,0,NO
chr19_f_c16680,57,3,NO
chr19_f_c16735,333,1,NO
chr19_f_c16806,139,0,NO
chr19_f_c16861,68,2,NO
chr19_f_c17097,68,0,NO
chr19_f_c1717,842,5,NO
chr19_f_c17384,54,0,NO
chr19_f_c17421,69,0,NO
chr19_f_c17545,1892,38,YES
chr19_f_c17562,122,1,NO
chr19_f_c17585,75,0,NO
chr19_f_c17802,138,5,NO
chr19_f_c17812,74,0,NO
chr19_f_c17972,72,0,NO
chr19_f_c1828,260,0,NO
chr19_f_c18447,92,0,NO
chr19_f_c18519,67,0,NO
chr19_f_c18811,48,0,NO
chr19_f_c18832,60,0,NO
chr19_f_c18833,68,0,NO
chr19_f_c18853,143,0,NO
chr19_f_c18888,386,3,NO
chr19_f_c1892,8289,0,NO
chr19_f_c18961,153,2,NO
chr19_f_c18984,187,0,NO
chr19_f_c19020,79,0,NO
chr19_f_c19154,74,4,NO
chr19_f_c19165,57,15,NO
chr19_f_c19174,65,0,NO
chr19_f_c19276,54,0,NO
chr19_f_c19358,104,0,NO
chr19_f_c19370,734,0,NO
chr19_f_c19436,66,2,NO
chr19_f_c19439,128,2,NO
chr19_f_c19666,144,1,NO
chr19_f_c20025,56,0,NO
chr19_f_c20209,1013,0,NO
chr19_f_c20343,52,0,NO
chr19_f_c2039,47,1,NO
chr19_f_c2069,2023,5,NO
chr19_f_c20723,48,0,NO
chr19_f_c20745,26982,2140,YES
chr19_f_c20785,129,0,NO
chr19_f_c20863,1142,15,NO
chr19_f_c20864,1860,12,NO
chr19_f_c20887,59,0,NO
chr19_f_c21212,116,0,NO
chr19_f_c21377,152,0,NO
chr19_f_c214,188,2,NO
chr19_f_c21423,62,2,NO
chr19_f_c21988,47,0,NO
chr19_f_c22242,75,0,NO
chr19_f_c22361,47,1,NO
chr19_f_c22523,179,0,NO
chr19_f_c22535,63,0,NO
chr19_f_c22619,54,0,NO
chr19_f_c22671,279,0,NO
chr19_f_c22726,86,1,NO
chr19_f_c23515,84,0,NO
chr19_f_c2357,50,0,NO
chr19_f_c23725,109,0,NO
chr19_f_c23984,323,0,NO
chr19_f_c24148,126,0,NO
chr19_f_c24173,303,1,NO
chr19_f_c2422,54,4,NO
chr19_f_c24220,142,109,YES
chr19_f_c24251,83,0,NO
chr19_f_c24451,158,0,NO
chr19_f_c24454,214,0,NO
chr19_f_c24489,96,0,NO
chr19_f_c24570,83,0,NO
chr19_f_c24613,200,0,NO
chr19_f_c24758,291,0,NO
chr19_f_c24918,77,0,NO
chr19_f_c25066,50,0,NO
chr19_f_c25108,136,1,NO
chr19_f_c25371,732,0,NO
chr19_f_c25479,118,0,NO
chr19_f_c25559,165,1,NO
chr19_f_c25700,2338,5,NO
chr19_f_c25735,58,2,NO
chr19_f_c25761,806,9,NO
chr19_f_c25781,57,0,NO
chr19_f_c2579,54,0,NO
chr19_f_c26045,1278,0,NO
chr19_f_c26083,89,0,NO
chr19_f_c26102,97,6,NO
chr19_f_c26292,64,0,NO
chr19_f_c26530,855,290,YES
chr19_f_c26692,111,0,NO
chr19_f_c26755,358,1,NO
chr19_f_c26920,180,1,NO
chr19_f_c27272,56,0,NO
chr19_f_c27422,76,0,NO
chr19_f_c28085,80,0,NO
chr19_f_c28369,71,1,NO
chr19_f_c28478,145,5,NO
chr19_f_c28571,61,0,NO
chr19_f_c28602,183,1,NO
chr19_f_c28680,47,2,NO
chr19_f_c28695,62,0,NO
chr19_f_c2888,543,1,NO
chr19_f_c2889,2969,55,YES
chr19_f_c29215,109,0,NO
chr19_f_c29329,122,0,NO
chr19_f_c29398,369,3,NO
chr19_f_c29418,58,2,NO
chr19_f_c29746,54,1,NO
chr19_f_c29794,47,0,NO
chr19_f_c29814,163,0,NO
chr19_f_c29899,50,2,NO
chr19_f_c30047,90,0,NO
chr19_f_c30117,292,2,NO
chr19_f_c30224,140,0,NO
chr19_f_c30322,161,0,NO
chr19_f_c30433,134,0,NO
chr19_f_c30444,59,1,NO
chr19_f_c30525,47,0,NO
chr19_f_c30708,81,0,NO
chr19_f_c31049,68,0,NO
chr19_f_c317,74,0,NO
chr19_f_c3174,131,2,NO
chr19_f_c31873,70,0,NO
chr19_f_c3192,127,0,NO
chr19_f_c32330,118,0,NO
chr19_f_c32579,1558,19,NO
chr19_f_c32655,127,0,NO
chr19_f_c32957,57,0,NO
chr19_f_c33362,84,0,NO
chr19_f_c33705,130,3,NO
chr19_f_c33840,137,0,NO
chr19_f_c33977,48,458,YES
chr19_f_c34234,47,0,NO
chr19_f_c34538,53,0,NO
chr19_f_c34751,83,0,NO
chr19_f_c3484,144,6,NO
chr19_f_c34977,61,3,NO
chr19_f_c35099,50,0,NO
chr19_f_c35191,109,7,NO
chr19_f_c3536,65,86,YES
chr19_f_c35543,7624,13,NO
chr19_f_c35664,286,0,NO
chr19_f_c35925,51,0,NO
chr19_f_c36077,51,9,NO
chr19_f_c3612,82,0,NO
chr19_f_c36341,50,0,NO
chr19_f_c36370,278,0,NO
chr19_f_c36465,120,0,NO
chr19_f_c36783,80,0,NO
chr19_f_c36917,194,0,NO
chr19_f_c37132,93,0,NO
chr19_f_c37285,55,0,NO
chr19_f_c37338,200,0,NO
chr19_f_c37360,48,0,NO
chr19_f_c37450,47,0,NO
chr19_f_c37534,56,0,NO
chr19_f_c37780,96,0,NO
chr19_f_c37781,52,0,NO
chr19_f_c37809,243,2,NO
chr19_f_c37956,76,1,NO
chr19_f_c3804,267,2,NO
chr19_f_c38061,116,0,NO
chr19_f_c38380,1015,1051,YES
chr19_f_c38381,1266,31,YES
chr19_f_c38382,238,31,YES
chr19_f_c38428,2462,2,NO
chr19_f_c38617,66,0,NO
chr19_f_c39055,62,0,NO
chr19_f_c39189,69,0,NO
chr19_f_c39217,846,756,YES
chr19_f_c39485,57,3,NO
chr19_f_c39589,862,0,NO
chr19_f_c39761,2326,2,NO
chr19_f_c39788,159,0,NO
chr19_f_c40547,248,0,NO
chr19_f_c40953,291,4,NO
chr19_f_c41169,367,0,NO
chr19_f_c41191,588,0,NO
chr19_f_c41358,305,0,NO
chr19_f_c41409,109,3,NO
chr19_f_c41575,752,0,NO
chr19_f_c41780,58,0,NO
chr19_f_c42015,106,1,NO
chr19_f_c42059,60,0,NO
chr19_f_c42581,52,0,NO
chr19_f_c42909,129,0,NO
chr19_f_c43006,49,1,NO
chr19_f_c43334,55,0,NO
chr19_f_c43406,56,0,NO
chr19_f_c43453,314,2,NO
chr19_f_c43496,50,1,NO
chr19_f_c43575,834,0,NO
chr19_f_c43621,75,0,NO
chr19_f_c43683,50,0,NO
chr19_f_c43746,136,2,NO
chr19_f_c44235,106,0,NO
chr19_f_c44424,104,38,YES
chr19_f_c44589,174,0,NO
chr19_f_c45305,73,114,YES
chr19_f_c4554,51,1,NO
chr19_f_c45671,50,2,NO
chr19_f_c45963,105,0,NO
chr19_f_c46217,135,0,NO
chr19_f_c4625,318,1,NO
chr19_f_c46413,507,4,NO
chr19_f_c46485,108,0,NO
chr19_f_c466,49,0,NO
chr19_f_c46616,108,1,NO
chr19_f_c46780,69,22,YES
chr19_f_c46792,108,0,NO
chr19_f_c46889,178,1,NO
chr19_f_c4756,669,2,NO
chr19_f_c47594,124,0,NO
chr19_f_c4760,720,0,NO
chr19_f_c48354,24828,104,YES
chr19_f_c48655,137,4,NO
chr19_f_c48742,56,4,NO
chr19_f_c49021,205,0,NO
chr19_f_c49313,580,2,NO
chr19_f_c49338,47,0,NO
chr19_f_c49793,58,0,NO
chr19_f_c50309,138,4,NO
chr19_f_c50792,413,0,NO
chr19_f_c50855,64,1,NO
chr19_f_c5103,2594,1,NO
chr19_f_c51147,875,0,NO
chr19_f_c51327,238,0,NO
chr19_f_c51367,138,0,NO
chr19_f_c51375,47,0,NO
chr19_f_c51387,386,1,NO
chr19_f_c51465,67,0,NO
chr19_f_c51653,54,14,NO
chr19_f_c51904,10762,51,YES
chr19_f_c51920,91,1,NO
chr19_f_c51934,54,0,NO
chr19_f_c51959,53,1,NO
chr19_f_c52047,55,2,NO
chr19_f_c52062,118,0,NO
chr19_f_c52211,316,0,NO
chr19_f_c5224,65,1,NO
chr19_f_c52386,392,0,NO
chr19_f_c52518,70,638,YES
chr19_f_c52867,80,1,NO
chr19_f_c5310,66,0,NO
chr19_f_c53371,120,0,NO
chr19_f_c53379,59,0,NO
chr19_f_c53433,70,0,NO
chr19_f_c53500,70,0,NO
chr19_f_c53690,114,0,NO
chr19_f_c53693,404,1,NO
chr19_f_c54157,85,5,NO
chr19_f_c54211,174,0,NO
chr19_f_c54374,221,2,NO
chr19_f_c54553,267,1,NO
chr19_f_c54556,53,0,NO
chr19_f_c54565,281,1,NO
chr19_f_c54573,749,4,NO
chr19_f_c54577,58,1,NO
chr19_f_c54586,298,3,NO
chr19_f_c54600,282,0,NO
chr19_f_c54604,49,0,NO
chr19_f_c54655,1332,0,NO
chr19_f_c54715,47,4,NO
chr19_f_c55471,391,5,NO
chr19_f_c5574,710,0,NO
chr19_f_c56098,147,2,NO
chr19_f_c56118,128,0,NO
chr19_f_c56293,921,12,NO
chr19_f_c56661,608,4,NO
chr19_f_c56892,47,0,NO
chr19_f_c56896,194,1,NO
chr19_f_c56990,5932,51,YES
chr19_f_c56997,12351,14786,YES
chr19_f_c56999,5222,26,YES
chr19_f_c57002,3122,24,YES
chr19_f_c57041,3038,6,NO
chr19_f_c5719,47,0,NO
chr19_f_c57566,694,2,NO
chr19_f_c57773,48,0,NO
chr19_f_c58485,82,0,NO
chr19_f_c59121,72,1,NO
chr19_f_c59149,1912,1,NO
chr19_f_c59177,47,2,NO
chr19_f_c59327,146,0,NO
chr19_f_c59414,125,0,NO
chr19_f_c59420,106,1,NO
chr19_f_c59625,642,7,NO
chr19_f_c59664,82,1,NO
chr19_f_c59987,47,0,NO
chr19_f_c60020,42160,1208,YES
chr19_f_c60021,37989,794,YES
chr19_f_c60023,79659,2752,YES
chr19_f_c60616,114,1,NO
chr19_f_c6071,158,1,NO
chr19_f_c61186,134,5,NO
chr19_f_c61542,166,1,NO
chr19_f_c618,162,1,NO
chr19_f_c61808,72,0,NO
chr19_f_c62004,663,1,NO
chr19_f_c62125,72,0,NO
chr19_f_c62170,181,0,NO
chr19_f_c62205,880,2,NO
chr19_f_c62207,71,0,NO
chr19_f_c62214,70,1,NO
chr19_f_c62218,61,0,NO
chr19_f_c62410,65,0,NO
chr19_f_c62501,97,3,NO
chr19_f_c62887,47,0,NO
chr19_f_c63001,84,0,NO
chr19_f_c6308,98,0,NO
chr19_f_c63097,296,2,NO
chr19_f_c63161,193,0,NO
chr19_f_c63468,224,1,NO
chr19_f_c63541,55,0,NO
chr19_f_c63648,80,0,NO
chr19_f_c63883,115,0,NO
chr19_f_c64184,130,0,NO
chr19_f_c64393,96,4,NO
chr19_f_c64420,1388,16,NO
chr19_f_c64445,51,0,NO
chr19_f_c6447,284,0,NO
chr19_f_c65329,48,0,NO
chr19_f_c65579,52,0,NO
chr19_f_c65771,49,0,NO
chr19_f_c65869,4208,1,NO
chr19_f_c65872,129,0,NO
chr19_f_c65916,179,0,NO
chr19_f_c6599,59,0,NO
chr19_f_c66115,398,6,NO
chr19_f_c66120,1769,0,NO
chr19_f_c66607,151,1,NO
chr19_f_c66644,429,0,NO
chr19_f_c67320,213,11,NO
chr19_f_c6739,185,0,NO
chr19_f_c67394,2368,397,YES
chr19_f_c67421,56,0,NO
chr19_f_c67592,92,0,NO
chr19_f_c67923,67,0,NO
chr19_f_c67996,72,4,NO
chr19_f_c68183,91,1,NO
chr19_f_c68248,157,0,NO
chr19_f_c6829,354,0,NO
chr19_f_c68438,51,1,NO
chr19_f_c68472,81,0,NO
chr19_f_c68535,572,0,NO
chr19_f_c7292,322,0,NO
chr19_f_c7731,54,1,NO
chr19_f_c7823,48,0,NO
chr19_f_c8359,48,0,NO
chr19_f_c8481,63,0,NO
chr19_f_c8522,286,0,NO
chr19_f_c8944,15599,5207,YES
chr19_f_c8982,13718,1358,YES
chr19_f_c9125,112,10,NO
chr19_f_c9152,541,0,NO
chr19_f_c9383,87,0,NO
chr19_f_c9590,77,1,NO
chr19_f_c9907,53,1,NO
chr19_r_c10070,112,0,NO
chr19_r_c10231,70,0,NO
chr19_r_c10401,74,1,NO
chr19_r_c10466,121,0,NO
chr19_r_c10527,47,1,NO
chr19_r_c10557,75,0,NO
chr19_r_c10607,49,0,NO
chr19_r_c10767,78,0,NO
chr19_r_c10931,57,0,NO
chr19_r_c11124,55,0,NO
chr19_r_c11429,76,3,NO
chr19_r_c11509,49,0,NO
chr19_r_c11567,1989,1,NO
chr19_r_c11724,70,6,NO
chr19_r_c11750,134,0,NO
chr19_r_c11808,2862,158,YES
chr19_r_c11809,47,1,NO
chr19_r_c11825,215,0,NO
chr19_r_c11851,102,0,NO
chr19_r_c11960,52,0,NO
chr19_r_c12190,50,2,NO
chr19_r_c122,310,0,NO
chr19_r_c12279,193,0,NO
chr19_r_c12419,532,1899,YES
chr19_r_c12734,125,0,NO
chr19_r_c13123,5140,71,YES
chr19_r_c13128,68,0,NO
chr19_r_c13147,97,1,NO
chr19_r_c13153,52,0,NO
chr19_r_c1360,49,6,NO
chr19_r_c1363,50,4,NO
chr19_r_c13804,161,2,NO
chr19_r_c13806,109,0,NO
chr19_r_c13813,60,0,NO
chr19_r_c14125,2430,4777,YES
chr19_r_c14217,1509,0,NO
chr19_r_c14292,114,0,NO
chr19_r_c14364,48,0,NO
chr19_r_c14394,154,1,NO
chr19_r_c14882,97,0,NO
chr19_r_c15415,87,3,NO
chr19_r_c15652,49,0,NO
chr19_r_c15782,3112,18,NO
chr19_r_c1590,298,0,NO
chr19_r_c15913,86,4,NO
chr19_r_c16162,51,0,NO
chr19_r_c16396,69,1,NO
chr19_r_c16726,1769,28,YES
chr19_r_c16727,447,10,NO
chr19_r_c16977,52,3,NO
chr19_r_c17079,57,0,NO
chr19_r_c17145,96,0,NO
chr19_r_c17586,1861,467,YES
chr19_r_c17731,1321,0,NO
chr19_r_c17758,57,0,NO
chr19_r_c18090,68,0,NO
chr19_r_c1810,60,3,NO
chr19_r_c18187,66,0,NO
chr19_r_c18592,324,0,NO
chr19_r_c18818,76,2,NO
chr19_r_c19037,1024,34,YES
chr19_r_c19058,2801,75,YES
chr19_r_c19227,221,0,NO
chr19_r_c19245,51,0,NO
chr19_r_c19339,60,0,NO
chr19_r_c19587,114,2,NO
chr19_r_c1964,86,850,YES
chr19_r_c19786,61,0,NO
chr19_r_c19832,57,0,NO
chr19_r_c20113,327,2,NO
chr19_r_c20154,103,0,NO
chr19_r_c20232,108,4,NO
chr19_r_c20339,118,0,NO
chr19_r_c2057,137,0,NO
chr19_r_c20611,32561,2156,YES
chr19_r_c20612,91726,4786,YES
chr19_r_c20961,73,0,NO
chr19_r_c21211,140,5,NO
chr19_r_c21314,1509,0,NO
chr19_r_c21335,47,2,NO
chr19_r_c2158,154,0,NO
chr19_r_c21605,119,3,NO
chr19_r_c21626,75,0,NO
chr19_r_c21702,59,248,YES
chr19_r_c21830,59,7,NO
chr19_r_c21886,64,4,NO
chr19_r_c21942,81,0,NO
chr19_r_c2209,49,2,NO
chr19_r_c22106,12049,89,YES
chr19_r_c22308,53,0,NO
chr19_r_c22330,49,0,NO
chr19_r_c22521,646,1,NO
chr19_r_c23075,100,2,NO
chr19_r_c23319,63,0,NO
chr19_r_c23678,184,0,NO
chr19_r_c24885,331,2,NO
chr19_r_c24939,110,0,NO
chr19_r_c24952,311,1,NO
chr19_r_c25058,311,1,NO
chr19_r_c25134,58,0,NO
chr19_r_c25144,111,0,NO
chr19_r_c25272,131,0,NO
chr19_r_c25313,79,4,NO
chr19_r_c25763,71,0,NO
chr19_r_c25970,71,0,NO
chr19_r_c25975,58,0,NO
chr19_r_c26050,1033,11,NO
chr19_r_c26105,253,0,NO
chr19_r_c26373,61,0,NO
chr19_r_c2666,1536,5,NO
chr19_r_c26866,79,0,NO
chr19_r_c27602,64,0,NO
chr19_r_c27791,55,0,NO
chr19_r_c27866,370,0,NO
chr19_r_c27996,58,0,NO
chr19_r_c28431,190,2,NO
chr19_r_c28511,163,5,NO
chr19_r_c28577,58,0,NO
chr19_r_c2867,49,0,NO
chr19_r_c28981,322,5,NO
chr19_r_c29097,3341,14,NO
chr19_r_c29129,1876,7,NO
chr19_r_c29275,69,0,NO
chr19_r_c29516,11323,124,YES
chr19_r_c29657,48,0,NO
chr19_r_c30054,70,0,NO
chr19_r_c30176,114,0,NO
chr19_r_c30281,60,0,NO
chr19_r_c30295,60,0,NO
chr19_r_c30350,521,0,NO
chr19_r_c30422,49,0,NO
chr19_r_c30429,318,355,YES
chr19_r_c30504,54,0,NO
chr19_r_c307,50,2,NO
chr19_r_c31087,63,1,NO
chr19_r_c31111,54,0,NO
chr19_r_c31355,53,17,NO
chr19_r_c31360,93,777,YES
chr19_r_c31364,1231,903,YES
chr19_r_c31366,118,223,YES
chr19_r_c31370,56,57,YES
chr19_r_c31371,121,138,YES
chr19_r_c31381,121,28,YES
chr19_r_c31392,107,307,YES
chr19_r_c31403,49,0,NO
chr19_r_c31458,152,0,NO
chr19_r_c31482,216,0,NO
chr19_r_c31828,50,0,NO
chr19_r_c32090,82,0,NO
chr19_r_c32154,2552,3,NO
chr19_r_c32426,265,0,NO
chr19_r_c32447,85,0,NO
chr19_r_c32749,54,1,NO
chr19_r_c32824,54,1,NO
chr19_r_c32886,48,0,NO
chr19_r_c32999,330,0,NO
chr19_r_c3310,86,0,NO
chr19_r_c33418,55,0,NO
chr19_r_c33468,85,1,NO
chr19_r_c33560,72,0,NO
chr19_r_c33608,115,0,NO
chr19_r_c3368,144,0,NO
chr19_r_c33736,4277,5,NO
chr19_r_c33863,61,1,NO
chr19_r_c34066,55,1,NO
chr19_r_c34186,129,0,NO
chr19_r_c3434,170,0,NO
chr19_r_c34650,55,2,NO
chr19_r_c34895,837,0,NO
chr19_r_c35171,49,0,NO
chr19_r_c3530,54,0,NO
chr19_r_c35307,55,2,NO
chr19_r_c35475,79,95,YES
chr19_r_c35517,94,0,NO
chr19_r_c35609,212,0,NO
chr19_r_c35731,260,5,NO
chr19_r_c35840,143,1,NO
chr19_r_c35964,97,0,NO
chr19_r_c36238,54,31,YES
chr19_r_c36323,74,0,NO
chr19_r_c36371,63,0,NO
chr19_r_c36408,215,0,NO
chr19_r_c36506,562,0,NO
chr19_r_c36523,84,1,NO
chr19_r_c36604,105,0,NO
chr19_r_c36639,61,0,NO
chr19_r_c36668,89,1,NO
chr19_r_c36751,76,0,NO
chr19_r_c36807,89,0,NO
chr19_r_c3683,136,3,NO
chr19_r_c36936,484,4,NO
chr19_r_c37226,116,0,NO
chr19_r_c37301,77,0,NO
chr19_r_c37303,93,2,NO
chr19_r_c37537,68,0,NO
chr19_r_c37556,65,0,NO
