id,ic,ev,label
chr2_f_c123457,1.3,0,No
chr2_f_c123596,15,3.5,Yes
chr2_f_c123633,1,0,No
chr2_f_c123706,877.7,0.5,No
chr2_f_c123708,19,0,No
chr2_f_c123751,1,0,No
chr2_f_c123780,9.7,0,No
chr2_f_c123923,5,0,No
chr2_f_c12395,7.7,9,Yes
chr2_f_c12397,1,0,No
chr2_f_c124080,72.7,0,No
chr2_f_c124081,1,0,No
chr2_f_c124104,1.7,0,No
chr2_f_c124107,3.3,0,No
chr2_f_c124182,24,0,No
chr2_f_c124292,1.3,0,No
chr2_f_c124298,1,0,No
chr2_f_c124361,10.3,0,No
chr2_f_c124421,22.3,3.5,Yes
chr2_f_c124428,5.7,0,No
chr2_f_c124650,1,0,No
chr2_f_c124802,9,3,Yes
chr2_f_c124877,34,0,No
chr2_f_c124878,2,0,No
chr2_f_c124928,6.3,0,No
chr2_f_c125132,1,0,No
chr2_f_c125159,1.3,0,No
chr2_f_c125187,1.3,0,No
chr2_f_c125625,1,0,No
chr2_f_c125632,2.7,0,No
chr2_f_c125661,1.7,0,No
chr2_f_c125744,3.7,0.5,No
chr2_f_c125791,24.7,0,No
chr2_f_c126096,1,0,No
chr2_f_c126237,1,0,No
chr2_f_c126249,1,0,No
chr2_f_c126252,2.3,0,No
chr2_f_c126280,5,0,No
chr2_f_c126293,2,0,No
chr2_f_c126401,87.3,300.5,Yes
chr2_f_c126420,1,0,No
chr2_f_c126430,1.3,0,No
chr2_f_c126452,6.3,0,No
chr2_f_c126471,1.3,0,No
chr2_f_c126592,2.3,0,No
chr2_f_c126618,2,3,Yes
chr2_f_c126636,1.3,0,No
chr2_f_c126694,1.3,0,No
chr2_f_c126723,1.7,0,No
chr2_f_c12674,6.7,0,No
chr2_f_c126852,1.3,0,No
chr2_f_c126944,1.7,0,No
chr2_f_c126985,5,0,No
chr2_f_c127024,1,0,No
chr2_f_c127117,1,0,No
chr2_f_c127167,1.3,0,No
chr2_f_c127436,1,0,No
chr2_f_c127478,6.7,0,No
chr2_f_c127547,1,0,No
chr2_f_c127685,1.3,0,No
chr2_f_c127832,6.7,0,No
chr2_f_c12795,1,0,No
chr2_f_c127982,1,0,No
chr2_f_c128078,2,0,No
chr2_f_c12815,1.3,0,No
chr2_f_c128251,4.7,0,No
chr2_f_c128288,1,0,No
chr2_f_c128303,1,0,No
chr2_f_c128337,2,0,No
chr2_f_c128354,14,0,No
chr2_f_c128520,2,0,No
chr2_f_c128585,1.3,0,No
chr2_f_c128619,2,0.5,No
chr2_f_c128675,1.3,0,No
chr2_f_c128729,1.3,0,No
chr2_f_c12880,1,0.5,No
chr2_f_c129023,2,0,No
chr2_f_c129166,1.3,0,No
chr2_f_c129169,1.3,0,No
chr2_f_c129175,1.7,0,No
chr2_f_c129356,5.7,0,No
chr2_f_c12939,2.3,0,No
chr2_f_c129443,19.3,0,No
chr2_f_c129490,2,0,No
chr2_f_c129506,1,0,No
chr2_f_c129510,2,0,No
chr2_f_c129621,1.7,0,No
chr2_f_c129677,1.7,0,No
chr2_f_c129733,3.7,0,No
chr2_f_c129814,1.3,0,No
chr2_f_c129844,3.3,0,No
chr2_f_c129950,5.7,0,No
chr2_f_c12998,4,3.5,Yes
chr2_f_c130119,9,0,No
chr2_f_c130148,2.3,0,No
chr2_f_c13017,1,0,No
chr2_f_c130261,1,0,No
chr2_f_c130346,5.7,0,No
chr2_f_c130502,14,0,No
chr2_f_c130547,1,0,No
chr2_f_c130549,3.3,0,No
chr2_f_c130607,7.3,0,No
chr2_f_c130678,1630.7,3,Yes
chr2_f_c130908,4.3,0,No
chr2_f_c130992,1.7,0,No
chr2_f_c131002,3.7,0,No
chr2_f_c131073,2.3,0,No
chr2_f_c131140,2,0,No
chr2_f_c131175,2,0,No
chr2_f_c131176,4.7,0,No
chr2_f_c131300,1,0,No
chr2_f_c13138,1,2,Yes
chr2_f_c131389,3.7,0,No
chr2_f_c13159,3.3,0,No
chr2_f_c13162,2,0,No
chr2_f_c131675,1.7,0,No
chr2_f_c131722,45.7,0,No
chr2_f_c131768,2,0,No
chr2_f_c131855,1,0,No
chr2_f_c131941,1,0,No
chr2_f_c131987,1.3,0,No
chr2_f_c132024,5,0,No
chr2_f_c132028,4.3,0.5,No
chr2_f_c132031,1,0,No
chr2_f_c132095,1,0,No
chr2_f_c132105,4.7,47.5,Yes
chr2_f_c132162,4,0,No
chr2_f_c132173,1.3,0,No
chr2_f_c132205,1.3,0,No
chr2_f_c132316,3.7,0,No
chr2_f_c132407,5.3,0,No
chr2_f_c13243,2.3,0,No
chr2_f_c132564,5,0,No
chr2_f_c132812,14,0,No
chr2_f_c132836,31.3,0,No
chr2_f_c133022,6.3,0,No
chr2_f_c133149,2.3,0,No
chr2_f_c133180,1.7,0,No
chr2_f_c133247,1.3,0,No
chr2_f_c133261,1,3,Yes
chr2_f_c133277,1,0,No
chr2_f_c133317,1.7,0,No
chr2_f_c133482,3.7,0,No
chr2_f_c133486,1,0,No
chr2_f_c133556,3.3,0,No
chr2_f_c133717,11.3,0,No
chr2_f_c133719,2.3,0,No
chr2_f_c133772,2,0,No
chr2_f_c133777,3,0,No
chr2_f_c133813,6.7,0,No
chr2_f_c133982,6.3,0,No
chr2_f_c133983,2.7,0,No
chr2_f_c133988,1.3,0,No
chr2_f_c133998,2,3.5,Yes
chr2_f_c134054,5,0,No
chr2_f_c134076,6,0,No
chr2_f_c134083,3.7,0,No
chr2_f_c134107,1.3,0,No
chr2_f_c13431,2,0,No
chr2_f_c134451,1.7,0,No
chr2_f_c134613,1,0,No
chr2_f_c134637,3.7,0,No
chr2_f_c13473,1,0,No
chr2_f_c134781,2,0,No
chr2_f_c134890,1.7,0,No
chr2_f_c134914,1,0,No
chr2_f_c134957,2,0,No
chr2_f_c135031,10.7,0,No
chr2_f_c135053,6.7,0,No
chr2_f_c135164,4,0,No
chr2_f_c135209,4.7,3.5,Yes
chr2_f_c135246,8,0,No
chr2_f_c135300,1,0,No
chr2_f_c135464,2.7,0,No
chr2_f_c13554,1,0,No
chr2_f_c135772,1.3,0,No
chr2_f_c135930,1,0,No
chr2_f_c135974,1,0,No
chr2_f_c136044,26.7,0,No
chr2_f_c136060,1.7,0,No
chr2_f_c1363,1.3,0,No
chr2_f_c136360,7,0,No
chr2_f_c136395,2,0,No
chr2_f_c13641,10,5.5,Yes
chr2_f_c136471,3,0,No
chr2_f_c136553,1.3,0,No
chr2_f_c136590,5,0,No
chr2_f_c136613,1,0,No
chr2_f_c136616,1.7,0,No
chr2_f_c136626,1.3,0,No
chr2_f_c136705,1,0,No
chr2_f_c136791,1,0,No
chr2_f_c136825,4,2,Yes
chr2_f_c136889,1,0,No
chr2_f_c136896,3.3,0,No
chr2_f_c136914,1,0,No
chr2_f_c136936,5.7,0,No
chr2_f_c136985,1.7,0,No
chr2_f_c137038,1.3,0,No
chr2_f_c137050,1.7,0,No
chr2_f_c137109,2,0,No
chr2_f_c137164,2.7,0,No
chr2_f_c1372,1.3,0,No
chr2_f_c137227,5,0,No
chr2_f_c137233,2.3,0.5,No
chr2_f_c137318,6.7,0,No
chr2_f_c137341,1,0,No
chr2_f_c137451,3.7,0,No
chr2_f_c137505,2,1,Yes
chr2_f_c137557,1.3,0,No
chr2_f_c137560,1,0,No
chr2_f_c137566,4,0,No
chr2_f_c137574,2.3,0,No
chr2_f_c137685,4,1,Yes
chr2_f_c137717,1,0.5,No
chr2_f_c137745,1,0,No
chr2_f_c137747,1,0,No
chr2_f_c137836,2,0,No
chr2_f_c137843,1.7,0,No
chr2_f_c137888,1.3,0,No
chr2_f_c137963,11,0,No
chr2_f_c137996,3.3,0,No
chr2_f_c138053,1.7,0,No
chr2_f_c138152,2,2.5,Yes
chr2_f_c138207,3,0,No
chr2_f_c138381,3.3,0,No
chr2_f_c138477,5,0,No
chr2_f_c138501,1.7,0,No
chr2_f_c138632,1.3,0,No
chr2_f_c138673,6,0,No
chr2_f_c138682,2,0,No
chr2_f_c138731,7.3,0,No
chr2_f_c138752,1.3,0,No
chr2_f_c138771,8.3,1.5,Yes
chr2_f_c138823,2,0,No
chr2_f_c138892,2.7,0.5,No
chr2_f_c139020,1.7,0,No
chr2_f_c139137,1,0,No
chr2_f_c139158,1,0,No
chr2_f_c139163,3.3,0,No
chr2_f_c13919,1.3,0,No
chr2_f_c139311,1.3,0,No
chr2_f_c139341,12.7,0,No
chr2_f_c139470,6.7,0,No
chr2_f_c13950,1,0,No
chr2_f_c139530,28.3,0.5,No
chr2_f_c139686,1.3,0,No
chr2_f_c139735,1,0,No
chr2_f_c139745,1,0,No
chr2_f_c139903,10,0.5,No
chr2_f_c140154,2.3,0,No
chr2_f_c14042,3,0,No
chr2_f_c140618,3.3,0,No
chr2_f_c140627,2.3,0,No
chr2_f_c140701,2,0,No
chr2_f_c140741,1.3,0,No
chr2_f_c140858,3.3,2.5,Yes
chr2_f_c140974,6.7,0,No
chr2_f_c140987,1,0,No
chr2_f_c141124,2,0,No
chr2_f_c141136,6.7,1.5,Yes
chr2_f_c141171,2,0,No
chr2_f_c141180,7.3,0,No
chr2_f_c141233,18,0,No
chr2_f_c141407,83.7,0,No
chr2_f_c141408,35,0,No
chr2_f_c141432,473.7,0.5,No
chr2_f_c141433,86.7,0,No
chr2_f_c141518,1,0,No
chr2_f_c141654,2,0,No
chr2_f_c141710,16.3,0,No
chr2_f_c141887,1,0,No
chr2_f_c142170,3.7,0.5,No
chr2_f_c142272,3.3,0,No
chr2_f_c14253,20,0,No
chr2_f_c14257,2.7,0,No
chr2_f_c142679,1,0,No
chr2_f_c142682,1.7,0,No
chr2_f_c14289,2.7,0,No
chr2_f_c142911,6,0,No
chr2_f_c143128,3,0,No
chr2_f_c143159,5.7,0,No
chr2_f_c143229,2.3,0,No
chr2_f_c143526,2.7,0,No
chr2_f_c143531,15.7,0,No
chr2_f_c143554,2.7,0,No
chr2_f_c143652,1,0,No
chr2_f_c143664,1,0,No
chr2_f_c14378,9,0,No
chr2_f_c143876,1.7,0,No
chr2_f_c143926,1.7,0,No
chr2_f_c144192,1,0,No
chr2_f_c144270,1,0,No
chr2_f_c144437,2.3,0,No
chr2_f_c144509,3.3,0,No
chr2_f_c144539,1.3,0,No
chr2_f_c144608,1,0,No
chr2_f_c144758,2.7,0,No
chr2_f_c144788,3,0,No
chr2_f_c144790,1,0,No
chr2_f_c144859,1,0,No
chr2_f_c144953,25.7,0,No
chr2_f_c145030,1,0,No
chr2_f_c145033,1.3,0,No
chr2_f_c145063,1,0,No
chr2_f_c14525,1.7,0,No
chr2_f_c145623,9.7,0,No
chr2_f_c145626,1.3,0,No
chr2_f_c146101,8,0,No
chr2_f_c146107,1.7,5.5,Yes
chr2_f_c146114,3.7,0,No
chr2_f_c146125,84.3,0,No
chr2_f_c146260,12,1,Yes
chr2_f_c146362,2,0,No
chr2_f_c146373,1,0,No
chr2_f_c146394,1,0,No
chr2_f_c146611,5,0,No
chr2_f_c146664,2.3,0,No
chr2_f_c146687,1.7,1.5,Yes
chr2_f_c146903,11,0,No
chr2_f_c146951,2.7,0,No
chr2_f_c146983,2,0,No
chr2_f_c146990,1.7,0,No
chr2_f_c146996,2,0,No
chr2_f_c147099,10.7,0,No
chr2_f_c147381,1.7,0,No
chr2_f_c147383,1.3,0,No
chr2_f_c147394,2.3,0,No
chr2_f_c147438,1.3,0,No
chr2_f_c147444,1,0,No
chr2_f_c147528,1,0.5,No
chr2_f_c147602,6,1,Yes
chr2_f_c147607,1,0,No
chr2_f_c147702,1,0,No
chr2_f_c147855,1.3,0,No
chr2_f_c148046,3.3,0,No
chr2_f_c148079,36,0,No
chr2_f_c14817,1.3,0,No
chr2_f_c148243,14,0,No
chr2_f_c148320,1,0,No
chr2_f_c148362,1.3,0,No
chr2_f_c14839,2.3,0,No
chr2_f_c148392,62.7,0,No
chr2_f_c148569,1,0,No
chr2_f_c148674,7.3,0.5,No
chr2_f_c148805,1033.7,2,Yes
chr2_f_c148941,1,0,No
chr2_f_c149001,1.3,0,No
chr2_f_c149020,1,0,No
chr2_f_c149101,3,0,No
chr2_f_c149197,1,0,No
chr2_f_c149257,1.7,0,No
chr2_f_c149311,2,0,No
chr2_f_c149400,2,0,No
chr2_f_c149410,6.7,0,No
chr2_f_c150112,1,0,No
chr2_f_c150304,4.7,0,No
chr2_f_c150309,3,0,No
chr2_f_c150361,4,4.5,Yes
chr2_f_c150510,1.3,0,No
chr2_f_c150575,3.7,0,No
chr2_f_c150582,2,0,No
chr2_f_c150583,2.3,0,No
chr2_f_c150585,1.3,0,No
chr2_f_c150707,7.3,0,No
chr2_f_c150715,8,0,No
chr2_f_c15074,7,0,No
chr2_f_c150904,3.7,0,No
chr2_f_c15093,1,0,No
chr2_f_c150973,1,2.5,Yes
chr2_f_c151117,1,0,No
chr2_f_c151121,4.7,0,No
chr2_f_c15114,1.3,0,No
chr2_f_c151153,3,2,Yes
chr2_f_c151277,1,0,No
chr2_f_c151316,18.7,0,No
chr2_f_c1516,1.3,0,No
chr2_f_c15207,43.3,17.5,Yes
chr2_f_c15443,1.7,0,No
chr2_f_c15465,1.3,0,No
chr2_f_c15511,1.7,0,No
chr2_f_c15534,1,0,No
chr2_f_c15598,1,0,No
chr2_f_c15602,1.7,0,No
chr2_f_c15714,11.7,1.5,Yes
chr2_f_c15736,1.7,0,No
chr2_f_c1587,4,0,No
chr2_f_c15974,2.3,2,Yes
chr2_f_c16100,2,0,No
chr2_f_c16108,6.3,0,No
chr2_f_c16182,1,0,No
chr2_f_c16210,1,0,No
chr2_f_c16406,2.7,0,No
chr2_f_c16550,5,0,No
chr2_f_c16557,1.7,0,No
chr2_f_c16564,4.7,0,No
chr2_f_c16832,1,0,No
chr2_f_c16940,1,0,No
chr2_f_c17095,2.7,6.5,Yes
chr2_f_c17158,2.7,0,No
chr2_f_c1723,1,0,No
chr2_f_c17286,2.7,0,No
chr2_f_c17343,1.7,0,No
chr2_f_c17350,1.7,0,No
chr2_f_c17372,1.3,0,No
chr2_f_c17377,1.3,0,No
chr2_f_c17472,37,0,No
chr2_f_c1751,7.3,0,No
chr2_f_c17616,2,0,No
chr2_f_c1782,2.7,0,No
chr2_f_c17837,1,0,No
chr2_f_c17861,19,2.5,Yes
chr2_f_c17878,2.7,0,No
chr2_f_c17913,1.3,0,No
chr2_f_c17948,1,0,No
chr2_f_c18139,1.7,0,No
chr2_f_c18264,2.3,0,No
chr2_f_c18265,610,1,Yes
chr2_f_c18267,57,6.5,Yes
chr2_f_c18380,10,0,No
chr2_f_c18566,3.3,0,No
chr2_f_c18573,1.3,0,No
chr2_f_c1864,2.3,0,No
chr2_f_c18916,23.3,0,No
chr2_f_c19105,1,0,No
chr2_f_c19234,2,0.5,No
chr2_f_c19291,2.3,0,No
chr2_f_c19358,3,0,No
chr2_f_c19452,1,0,No
chr2_f_c19473,4.3,0,No
chr2_f_c19502,3.3,0,No
chr2_f_c19515,1,0,No
chr2_f_c19681,3,0,No
chr2_f_c19817,1.7,0,No
chr2_f_c19841,1,0,No
chr2_f_c19866,1.3,0,No
chr2_f_c20039,2.7,0,No
chr2_f_c2018,1.7,0,No
chr2_f_c20207,10,0,No
chr2_f_c20295,1.3,0,No
chr2_f_c20457,79.3,0,No
chr2_f_c20492,7.3,0,No
chr2_f_c20503,74,0,No
chr2_f_c20508,77.3,0,No
chr2_f_c20627,1.7,0,No
chr2_f_c20794,153,0,No
chr2_f_c20940,1.7,0,No
chr2_f_c21168,1.3,0,No
chr2_f_c21200,1,0,No
chr2_f_c21343,1,0,No
chr2_f_c21380,1,0,No
chr2_f_c21448,1.7,0,No
chr2_f_c21468,2,0,No
chr2_f_c21495,12.3,0,No
chr2_f_c21620,1.3,0,No
chr2_f_c21702,3.7,0,No
chr2_f_c21779,4.7,0,No
chr2_f_c21892,1,0,No
chr2_f_c21971,1,0,No
chr2_f_c22056,25.7,0,No
chr2_f_c22082,10.3,0,No
chr2_f_c22168,2,0,No
chr2_f_c22207,1,0,No
chr2_f_c22305,2,0,No
chr2_f_c22465,1,0,No
chr2_f_c22542,1,0,No
chr2_f_c22611,2,0,No
chr2_f_c230,2.3,0,No
chr2_f_c23053,1.3,0,No
chr2_f_c23305,1.7,0,No
chr2_f_c23321,1.3,0,No
chr2_f_c23497,2.3,0,No
chr2_f_c23517,1,0,No
chr2_f_c236,2.3,0,No
chr2_f_c23631,1,0,No
chr2_f_c23679,7.7,0,No
chr2_f_c23844,9.7,0,No
chr2_f_c23860,4,0,No
chr2_f_c23888,5,0,No
chr2_f_c2389,13.3,30.5,Yes
chr2_f_c23910,1.7,0,No
chr2_f_c2394,1,0,No
chr2_f_c23966,1.7,0,No
chr2_f_c24033,1,0,No
chr2_f_c24055,1,0,No
chr2_f_c24073,1.3,0,No
chr2_f_c24184,2.3,0,No
chr2_f_c2421,1,0,No
chr2_f_c24212,194.3,0,No
chr2_f_c24219,1.3,0,No
chr2_f_c24239,1,0,No
chr2_f_c24276,3,0,No
chr2_f_c24388,1.3,0,No
chr2_f_c24537,3,0,No
chr2_f_c24689,1.3,0,No
chr2_f_c24761,2.3,0,No
chr2_f_c24917,1,0,No
chr2_f_c24925,1.7,0,No
chr2_f_c25123,1.3,0,No
chr2_f_c25427,1,0,No
chr2_f_c25483,4,0,No
chr2_f_c25623,26,0,No
chr2_f_c25796,1.7,0,No
chr2_f_c25959,1.3,0,No
chr2_f_c26042,1.7,0,No
chr2_f_c2609,3.3,0,No
chr2_f_c26251,27,0,No
chr2_f_c26350,2.3,0,No
chr2_f_c26403,1.3,0,No
chr2_f_c26672,1,0,No
chr2_f_c26706,1,0,No
chr2_f_c26906,1.3,0,No
chr2_f_c27168,7.7,0,No
chr2_f_c27208,2.3,0,No
chr2_f_c27332,1.3,0,No
chr2_f_c27333,3,0,No
chr2_f_c27334,4.7,0,No
chr2_f_c2734,2.3,0,No
chr2_f_c2740,2,0,No
chr2_f_c27520,5.7,0,No
chr2_f_c27527,1.7,0,No
chr2_f_c27566,1,0,No
chr2_f_c27866,1.7,0,No
chr2_f_c2789,11.3,0,No
chr2_f_c27895,3.3,0,No
chr2_f_c2804,20.7,0,No
chr2_f_c28049,2.7,0,No
chr2_f_c28058,1,0,No
chr2_f_c28079,1,0,No
chr2_f_c28114,3,0,No
chr2_f_c2815,4.3,0,No
chr2_f_c28252,1,0,No
chr2_f_c28340,3,0,No
chr2_f_c28385,5.3,0.5,No
chr2_f_c28427,11.7,0,No
chr2_f_c28428,58.7,0,No
chr2_f_c2849,1,1,Yes
chr2_f_c28756,2.3,0,No
chr2_f_c28822,22.7,0,No
chr2_f_c29035,112,0,No
chr2_f_c29036,1.3,0,No
chr2_f_c29071,12.7,2,Yes
chr2_f_c29357,3,0,No
chr2_f_c29369,5.3,0,No
chr2_f_c29424,1,0,No
chr2_f_c29461,1.7,0,No
chr2_f_c29490,1.3,0,No
chr2_f_c29505,1.7,0,No
chr2_f_c29631,1,0.5,No
chr2_f_c29645,3,0.5,No
chr2_f_c29688,2.3,0,No
chr2_f_c29777,1,0,No
chr2_f_c29817,1,0,No
chr2_f_c29866,7,0,No
chr2_f_c29871,4.3,0,No
chr2_f_c29877,1.3,0,No
chr2_f_c29969,2,0,No
chr2_f_c30046,2.3,0,No
chr2_f_c30061,9.7,12,Yes
chr2_f_c30106,6.7,0,No
chr2_f_c30120,2.3,4,Yes
chr2_f_c30309,6.3,0,No
chr2_f_c30403,11.3,0,No
chr2_f_c3068,2.7,0,No
chr2_f_c30697,3.7,0,No
chr2_f_c30915,8.7,0,No
chr2_f_c3095,2,0,No
chr2_f_c31025,1.7,0,No
chr2_f_c31050,1.3,0,No
chr2_f_c31186,1,0,No
chr2_f_c3129,3.7,0,No
chr2_f_c31307,1,0,No
chr2_f_c31348,1,0,No
chr2_f_c31475,1,0,No
chr2_f_c31648,4,0,No
chr2_f_c31746,1,0,No
chr2_f_c31792,1,0,No
chr2_f_c31938,3.7,0.5,No
chr2_f_c3198,66,0,No
chr2_f_c32005,1.7,0,No
chr2_f_c32025,1.3,0,No
chr2_f_c32026,1,0,No
chr2_f_c32027,1.7,0,No
chr2_f_c3204,1,0,No
chr2_f_c32214,4.7,0,No
chr2_f_c32254,10,0,No
chr2_f_c32277,4.3,2,Yes
chr2_f_c32314,53.7,0,No
chr2_f_c32563,1,0,No
chr2_f_c32697,2.7,0,No
chr2_f_c32699,1.3,0,No
chr2_f_c32742,3,0,No
chr2_f_c32748,2.3,0,No
chr2_f_c32751,2.3,0,No
chr2_f_c32762,1,0,No
chr2_f_c32809,1,0,No
chr2_f_c33178,1,0,No
chr2_f_c33666,4,0,No
chr2_f_c33811,1,0,No
chr2_f_c3390,3,0,No
chr2_f_c33943,1.7,0,No
chr2_f_c34065,20,0,No
chr2_f_c34066,2.3,0,No
chr2_f_c34090,10.3,0,No
chr2_f_c34113,6,0,No
chr2_f_c34183,1,0,No
chr2_f_c34193,1,0,No
chr2_f_c34236,2.3,0,No
chr2_f_c34300,21.7,0,No
chr2_f_c34338,3.3,0,No
chr2_f_c34436,1.3,0,No
chr2_f_c34480,1,0,No
chr2_f_c34520,3.7,0,No
chr2_f_c34595,1,0,No
chr2_f_c34613,1.7,0,No
chr2_f_c34726,2,0,No
chr2_f_c34930,1.7,0,No
chr2_f_c34990,3.7,0,No
chr2_f_c35024,2.7,0.5,No
chr2_f_c35026,5,0,No
chr2_f_c35106,1.3,0,No
chr2_f_c35107,1.3,0,No
chr2_f_c35194,1.7,0,No
chr2_f_c35213,48,0,No
chr2_f_c35246,1.7,0,No
chr2_f_c35296,1.3,0,No
chr2_f_c3535,15.3,0,No
chr2_f_c35454,2.7,0,No
chr2_f_c35455,22,0,No
chr2_f_c35457,1.3,0,No
chr2_f_c3547,8.7,0,No
chr2_f_c35516,6.7,0,No
chr2_f_c35521,3.7,0,No
chr2_f_c35628,1,0,No
chr2_f_c35658,1,0,No
chr2_f_c3568,1,0,No
chr2_f_c35708,3.7,0,No
chr2_f_c35747,1,0,No
chr2_f_c35755,2.7,0,No
chr2_f_c3582,4,0,No
chr2_f_c35847,1,0,No
chr2_f_c35911,13,0,No
chr2_f_c36130,1.3,0,No
chr2_f_c36207,4.7,0,No
chr2_f_c36335,2,0,No
chr2_f_c3650,1,0,No
chr2_f_c36521,3,0,No
chr2_f_c36530,1,0,No
chr2_f_c36626,1.7,0,No
chr2_f_c36633,13.3,0,No
chr2_f_c36667,4.7,0,No
chr2_f_c36682,1.3,0.5,No
chr2_f_c368,2.3,0,No
chr2_f_c36820,4,0,No
chr2_f_c36920,3,0,No
chr2_f_c36998,4.7,0,No
chr2_f_c3718,3.3,0,No
chr2_f_c372,1,0,No
chr2_f_c37246,4,0.5,No
chr2_f_c37273,1.3,0,No
chr2_f_c37289,2.3,0,No
chr2_f_c3730,1.3,0,No
chr2_f_c37344,2,0,No
chr2_f_c37497,3,0,No
chr2_f_c37515,1.7,0,No
chr2_f_c37575,1.3,0,No
chr2_f_c37603,29,0,No
chr2_f_c37615,1.3,0,No
chr2_f_c37685,624.7,0,No
chr2_f_c37814,6.7,0,No
chr2_f_c38274,1.7,0,No
chr2_f_c38303,1.3,0,No
chr2_f_c38430,1,0,No
chr2_f_c38493,3.7,0,No
chr2_f_c38538,1.3,0,No
chr2_f_c38560,1.3,0,No
chr2_f_c38612,3.3,0,No
chr2_f_c38643,60.7,1.5,Yes
chr2_f_c38808,1,0,No
chr2_f_c38827,1.3,0,No
chr2_f_c38878,7,0.5,No
chr2_f_c39075,2,0,No
chr2_f_c39086,1.3,0,No
chr2_f_c39116,3,5,Yes
chr2_f_c39384,1,0,No
chr2_f_c39512,4,0,No
chr2_f_c39784,62,0,No
chr2_f_c39867,65.3,0,No
chr2_f_c39892,1.3,0,No
chr2_f_c39906,1,0,No
chr2_f_c39944,3,0,No
chr2_f_c39952,4,0,No
chr2_f_c4003,1.3,5,Yes
chr2_f_c40082,4.7,0,No
chr2_f_c40134,2.3,0,No
chr2_f_c40138,1,0,No
chr2_f_c40145,1.3,2.5,Yes
chr2_f_c40149,1.7,0,No
chr2_f_c40261,1,0,No
chr2_f_c40307,1,0,No
chr2_f_c40414,1.3,0,No
chr2_f_c40432,3,0,No
chr2_f_c40848,6.3,0,No
chr2_f_c40870,1,0,No
chr2_f_c41087,20.7,0,No
chr2_f_c41089,1.7,0,No
chr2_f_c41230,1.7,0,No
chr2_f_c41255,2.7,0.5,No
chr2_f_c41314,2,0,No
chr2_f_c41347,1,0,No
chr2_f_c41499,7,0,No
chr2_f_c4162,1.7,0,No
chr2_f_c41632,1,0,No
chr2_f_c41654,2,0,No
chr2_f_c41696,1,0,No
chr2_f_c41731,6,0,No
chr2_f_c41824,2.3,2.5,Yes
chr2_f_c41910,6.3,0,No
chr2_f_c41975,1,0,No
chr2_f_c42008,6.3,0,No
chr2_f_c42120,3,0,No
chr2_f_c42142,1,0,No
chr2_f_c42201,5.7,0,No
chr2_f_c42279,6.3,0,No
chr2_f_c42404,1,0,No
chr2_f_c4251,1.7,0,No
chr2_f_c42565,1.7,0,No
chr2_f_c42572,1,0,No
chr2_f_c42727,1.3,1,Yes
chr2_f_c42752,13,0,No
chr2_f_c42852,5.3,0,No
chr2_f_c42873,1.7,0,No
chr2_f_c42936,1.7,0,No
chr2_f_c4295,1,0,No
chr2_f_c42965,1.3,0,No
chr2_f_c43003,2.3,0,No
chr2_f_c43215,3,0,No
chr2_f_c43319,2,0,No
chr2_f_c43364,1.7,0,No
chr2_f_c43535,4.3,0,No
chr2_f_c43666,1.7,0,No
chr2_f_c43712,1.7,2,Yes
chr2_f_c43756,1,0,No
chr2_f_c43873,6.7,0,No
chr2_f_c43920,1,0,No
chr2_f_c43964,1,0,No
chr2_f_c43967,1,0,No
chr2_f_c43976,2,0,No
chr2_f_c4407,12.3,0,No
chr2_f_c4415,1.3,0,No
chr2_f_c44303,1.3,0,No
chr2_f_c4448,1,0,No
chr2_f_c44495,1.3,0,No
chr2_f_c44519,3.7,0,No
chr2_f_c44532,1,0,No
chr2_f_c44543,1.7,0,No
chr2_f_c44584,3.3,0,No
chr2_f_c44669,7.7,0,No
chr2_f_c44707,2.7,0.5,No
chr2_f_c44768,2,0,No
chr2_f_c44843,9.3,0,No
chr2_f_c44851,2.3,0,No
chr2_f_c44922,1,0,No
chr2_f_c45287,16.3,0,No
chr2_f_c45563,1,0,No
chr2_f_c45569,4,0,No
chr2_f_c45651,1.7,0,No
chr2_f_c45652,1.7,0,No
chr2_f_c45660,3,0,No
chr2_f_c45712,2,0,No
chr2_f_c46001,1,0,No
chr2_f_c46036,6.7,0,No
chr2_f_c46209,1.3,0,No
chr2_f_c46218,1.3,5.5,Yes
chr2_f_c46281,1.3,0,No
chr2_f_c46315,14.7,0,No
chr2_f_c46483,3.3,0,No
chr2_f_c46653,1.3,0,No
chr2_f_c46828,2,0,No
chr2_f_c47042,1,0,No
chr2_f_c47125,1.3,0,No
chr2_f_c47174,1,0,No
chr2_f_c47188,12,0,No
chr2_f_c47264,19.7,0,No
chr2_f_c47280,1.3,0,No
chr2_f_c47285,1,0,No
chr2_f_c47597,1,0,No
chr2_f_c47649,1,0.5,No
chr2_f_c47704,3,0,No
chr2_f_c47740,12.7,0,No
chr2_f_c47758,1,0,No
chr2_f_c47929,28.3,0,No
chr2_f_c47931,3.3,0,No
chr2_f_c4813,1.7,1,Yes
chr2_f_c48144,1.7,0,No
chr2_f_c48158,7,0,No
chr2_f_c48325,72.3,0,No
chr2_f_c48387,3.3,0,No
chr2_f_c48553,2.3,0,No
chr2_f_c4890,1.7,0,No
chr2_f_c4891,10.3,0,No
chr2_f_c48945,1,0,No
chr2_f_c49059,1,0,No
chr2_f_c49069,1,0,No
chr2_f_c49125,1,0,No
